code_1lvl,name_1lvl,code_2lvl,name_2lvl,code_3lvl,name_3lvl
O00-O99,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O36,Maternal care for other known or suspected fetal problems
O00-O99,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O40,Polyhydramnios
O00-O99,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O41,Other disorders of amniotic fluid and membranes
O00-O99,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O42,Premature rupture of membranes
O00-O99,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O43,Placental disorders
O00-O99,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O44,Placenta praevia
O00-O99,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O45,Premature separation of placenta [abruptio placentae]
O00-O99,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O46,"Antepartum haemorrhage, not elsewhere classified"
O00-O99,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O47,False labour
O00-O99,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O48,Prolonged pregnancy
O00-O99,"Pregnancy, childbirth and the puerperium",O60-O75,Complications of labour and delivery,O60,Preterm labour
O00-O99,"Pregnancy, childbirth and the puerperium",O60-O75,Complications of labour and delivery,O61,Failed induction of labour
O00-O99,"Pregnancy, childbirth and the puerperium",O60-O75,Complications of labour and delivery,O62,Abnormalities of forces of labour
O00-O99,"Pregnancy, childbirth and the puerperium",O60-O75,Complications of labour and delivery,O63,Long labour
O00-O99,"Pregnancy, childbirth and the puerperium",O60-O75,Complications of labour and delivery,O64,Obstructed labour due to malposition and malpresentation of fetus
O00-O99,"Pregnancy, childbirth and the puerperium",O60-O75,Complications of labour and delivery,O65,Obstructed labour due to maternal pelvic abnormality
O00-O99,"Pregnancy, childbirth and the puerperium",O60-O75,Complications of labour and delivery,O66,Other obstructed labour
O00-O99,"Pregnancy, childbirth and the puerperium",O60-O75,Complications of labour and delivery,O67,"Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified"
O00-O99,"Pregnancy, childbirth and the puerperium",O60-O75,Complications of labour and delivery,O68,Labour and delivery complicated by fetal stress [distress]
O00-O99,"Pregnancy, childbirth and the puerperium",O60-O75,Complications of labour and delivery,O69,Labour and delivery complicated by umbilical cord complications
O00-O99,"Pregnancy, childbirth and the puerperium",O60-O75,Complications of labour and delivery,O70,Perineal laceration during delivery
O00-O99,"Pregnancy, childbirth and the puerperium",O60-O75,Complications of labour and delivery,O71,Other obstetric trauma
O00-O99,"Pregnancy, childbirth and the puerperium",O60-O75,Complications of labour and delivery,O72,Postpartum haemorrhage
O00-O99,"Pregnancy, childbirth and the puerperium",O60-O75,Complications of labour and delivery,O73,"Retained placenta and membranes, without haemorrhage"
O00-O99,"Pregnancy, childbirth and the puerperium",O60-O75,Complications of labour and delivery,O74,Complications of anaesthesia during labour and delivery
O00-O99,"Pregnancy, childbirth and the puerperium",O60-O75,Complications of labour and delivery,O75,"Other complications of labour and delivery, not elsewhere classified"
O00-O99,"Pregnancy, childbirth and the puerperium",O80-O84,Delivery,O80,Single spontaneous delivery
O00-O99,"Pregnancy, childbirth and the puerperium",O80-O84,Delivery,O81,Single delivery by forceps and vacuum extractor
O00-O99,"Pregnancy, childbirth and the puerperium",O80-O84,Delivery,O82,Single delivery by caesarean section
O00-O99,"Pregnancy, childbirth and the puerperium",O80-O84,Delivery,O83,Other assisted single delivery
O00-O99,"Pregnancy, childbirth and the puerperium",O80-O84,Delivery,O84,Multiple delivery
O00-O99,"Pregnancy, childbirth and the puerperium",O85-O92,Complications predominantly related to the puerperium,O85,Puerperal sepsis
O00-O99,"Pregnancy, childbirth and the puerperium",O85-O92,Complications predominantly related to the puerperium,O86,Other puerperal infections
O00-O99,"Pregnancy, childbirth and the puerperium",O85-O92,Complications predominantly related to the puerperium,O87,Venous complications in the puerperium
O00-O99,"Pregnancy, childbirth and the puerperium",O85-O92,Complications predominantly related to the puerperium,O88,Obstetric embolism
O00-O99,"Pregnancy, childbirth and the puerperium",O85-O92,Complications predominantly related to the puerperium,O89,Complications of anaesthesia during the puerperium
O00-O99,"Pregnancy, childbirth and the puerperium",O85-O92,Complications predominantly related to the puerperium,O90,"Complications of the puerperium, not elsewhere classified"
O00-O99,"Pregnancy, childbirth and the puerperium",O85-O92,Complications predominantly related to the puerperium,O91,Infections of breast associated with childbirth
O00-O99,"Pregnancy, childbirth and the puerperium",O85-O92,Complications predominantly related to the puerperium,O92,Other disorders of breast and lactation associated with childbirth
O00-O99,"Pregnancy, childbirth and the puerperium",O94-O99,"Other obstetric conditions, not elsewhere classified",O94,"Sequelae of complication of pregnancy, childbirth and the puerperium"
O00-O99,"Pregnancy, childbirth and the puerperium",O94-O99,"Other obstetric conditions, not elsewhere classified",O95,Obstetric death of unspecified cause
O00-O99,"Pregnancy, childbirth and the puerperium",O94-O99,"Other obstetric conditions, not elsewhere classified",O96,Death from any obstetric cause occurring more than 42 days but less than one year after delivery
O00-O99,"Pregnancy, childbirth and the puerperium",O94-O99,"Other obstetric conditions, not elsewhere classified",O97,Death from sequelae of direct obstetric causes
O00-O99,"Pregnancy, childbirth and the puerperium",O94-O99,"Other obstetric conditions, not elsewhere classified",O98,"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium"
O00-O99,"Pregnancy, childbirth and the puerperium",O94-O99,"Other obstetric conditions, not elsewhere classified",O99,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium"
P00-P96,Certain conditions originating in the perinatal period,P00-P04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",P00,Fetus and newborn affected by maternal conditions that may be unrelated to present pregnancy
P00-P96,Certain conditions originating in the perinatal period,P00-P04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",P01,Fetus and newborn affected by maternal complications of pregnancy
P00-P96,Certain conditions originating in the perinatal period,P00-P04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",P02,"Fetus and newborn affected by complications of placenta, cord and membranes"
P00-P96,Certain conditions originating in the perinatal period,P00-P04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",P03,Fetus and newborn affected by other complications of labour and delivery
P00-P96,Certain conditions originating in the perinatal period,P00-P04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",P04,Fetus and newborn affected by noxious influences transmitted via placenta or breast milk
P00-P96,Certain conditions originating in the perinatal period,P05-P08,Disorders related to length of gestation and fetal growth,P05,Slow fetal growth and fetal malnutrition
P00-P96,Certain conditions originating in the perinatal period,P05-P08,Disorders related to length of gestation and fetal growth,P07,"Disorders related to short gestation and low birth weight, not elsewhere classified"
P00-P96,Certain conditions originating in the perinatal period,P05-P08,Disorders related to length of gestation and fetal growth,P08,Disorders related to long gestation and high birth weight
P00-P96,Certain conditions originating in the perinatal period,P10-P15,Birth trauma,P10,Intracranial laceration and haemorrhage due to birth injury
P00-P96,Certain conditions originating in the perinatal period,P10-P15,Birth trauma,P11,Other birth injuries to central nervous system
P00-P96,Certain conditions originating in the perinatal period,P10-P15,Birth trauma,P12,Birth injury to scalp
P00-P96,Certain conditions originating in the perinatal period,P10-P15,Birth trauma,P13,Birth injury to skeleton
P00-P96,Certain conditions originating in the perinatal period,P10-P15,Birth trauma,P14,Birth injury to peripheral nervous system
P00-P96,Certain conditions originating in the perinatal period,P10-P15,Birth trauma,P15,Other birth injuries
P00-P96,Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P20,Intrauterine hypoxia
P00-P96,Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P21,Birth asphyxia
P00-P96,Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P22,Respiratory distress of newborn
P00-P96,Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P23,Congenital pneumonia
P00-P96,Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P24,Neonatal aspiration syndromes
P00-P96,Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P25,Interstitial emphysema and related conditions originating in the perinatal period
P00-P96,Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P26,Pulmonary haemorrhage originating in the perinatal period
P00-P96,Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P27,Chronic respiratory disease originating in the perinatal period
P00-P96,Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P28,Other respiratory conditions originating in the perinatal period
P00-P96,Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P29,Cardiovascular disorders originating in the perinatal period
P00-P96,Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P35,Congenital viral diseases
P00-P96,Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P36,Bacterial sepsis of newborn
P00-P96,Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P37,Other congenital infectious and parasitic diseases
P00-P96,Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P38,Omphalitis of newborn with or without mild haemorrhage
P00-P96,Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P39,Other infections specific to the perinatal period
P00-P96,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P50,Fetal blood loss
P00-P96,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P51,Umbilical haemorrhage of newborn
P00-P96,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P52,Intracranial nontraumatic haemorrhage of fetus and newborn
P00-P96,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P53,Haemorrhagic disease of fetus and newborn
P00-P96,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P54,Other neonatal haemorrhages
P00-P96,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P55,Haemolytic disease of fetus and newborn
P00-P96,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P56,Hydrops fetalis due to haemolytic disease
P00-P96,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P57,Kernicterus
P00-P96,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P58,Neonatal jaundice due to other excessive haemolysis
P00-P96,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P59,Neonatal jaundice from other and unspecified causes
P00-P96,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P60,Disseminated intravascular coagulation of fetus and newborn
P00-P96,Certain conditions originating in the perinatal period,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,P61,Other perinatal haematological disorders
P00-P96,Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to fetus and newborn,P70,Transitory disorders of carbohydrate metabolism specific to fetus and newborn
P00-P96,Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to fetus and newborn,P71,Transitory neonatal disorders of calcium and magnesium metabolism
P00-P96,Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to fetus and newborn,P72,Other transitory neonatal endocrine disorders
P00-P96,Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to fetus and newborn,P74,Other transitory neonatal electrolyte and metabolic disturbances
P00-P96,Certain conditions originating in the perinatal period,P75-P78,Digestive system disorders of fetus and newborn,P75*,Meconium ileus (E84.1+)
P00-P96,Certain conditions originating in the perinatal period,P75-P78,Digestive system disorders of fetus and newborn,P76,Other intestinal obstruction of newborn
P00-P96,Certain conditions originating in the perinatal period,P75-P78,Digestive system disorders of fetus and newborn,P77,Necrotizing enterocolitis of fetus and newborn
P00-P96,Certain conditions originating in the perinatal period,P75-P78,Digestive system disorders of fetus and newborn,P78,Other perinatal digestive system disorders
P00-P96,Certain conditions originating in the perinatal period,P80-P83,Conditions involving the integument and temperature regulation of fetus and newborn,P80,Hypothermia of newborn
P00-P96,Certain conditions originating in the perinatal period,P80-P83,Conditions involving the integument and temperature regulation of fetus and newborn,P81,Other disturbances of temperature regulation of newborn
P00-P96,Certain conditions originating in the perinatal period,P80-P83,Conditions involving the integument and temperature regulation of fetus and newborn,P83,Other conditions of integument specific to fetus and newborn
P00-P96,Certain conditions originating in the perinatal period,P90-P96,Other disorders originating in the perinatal period,P90,Convulsions of newborn
P00-P96,Certain conditions originating in the perinatal period,P90-P96,Other disorders originating in the perinatal period,P91,Other disturbances of cerebral status of newborn
P00-P96,Certain conditions originating in the perinatal period,P90-P96,Other disorders originating in the perinatal period,P92,Feeding problems of newborn
P00-P96,Certain conditions originating in the perinatal period,P90-P96,Other disorders originating in the perinatal period,P93,Reactions and intoxications due to drugs administered to fetus and newborn
P00-P96,Certain conditions originating in the perinatal period,P90-P96,Other disorders originating in the perinatal period,P94,Disorders of muscle tone of newborn
P00-P96,Certain conditions originating in the perinatal period,P90-P96,Other disorders originating in the perinatal period,P95,Fetal death of unspecified cause
P00-P96,Certain conditions originating in the perinatal period,P90-P96,Other disorders originating in the perinatal period,P96,Other conditions originating in the perinatal period
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q07,Congenital malformations of the nervous system,Q00,Anencephaly and similar malformations
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q07,Congenital malformations of the nervous system,Q01,Encephalocele
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q07,Congenital malformations of the nervous system,Q02,Microcephaly
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q07,Congenital malformations of the nervous system,Q03,Congenital hydrocephalus
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q07,Congenital malformations of the nervous system,Q04,Other congenital malformations of brain
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q07,Congenital malformations of the nervous system,Q05,Spina bifida
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q07,Congenital malformations of the nervous system,Q06,Other congenital malformations of spinal cord
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q07,Congenital malformations of the nervous system,Q07,Other congenital malformations of nervous system
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q10-Q18,"Congenital malformations of eye, ear, face and neck",Q10,"Congenital malformations of eyelid, lacrimal apparatus and orbit"
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q10-Q18,"Congenital malformations of eye, ear, face and neck",Q11,"Anophthalmos, microphthalmos and macrophthalmos"
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q10-Q18,"Congenital malformations of eye, ear, face and neck",Q12,Congenital lens malformations
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q10-Q18,"Congenital malformations of eye, ear, face and neck",Q13,Congenital malformations of anterior segment of eye
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q10-Q18,"Congenital malformations of eye, ear, face and neck",Q14,Congenital malformations of posterior segment of eye
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q10-Q18,"Congenital malformations of eye, ear, face and neck",Q15,Other congenital malformations of eye
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q10-Q18,"Congenital malformations of eye, ear, face and neck",Q16,Congenital malformations of ear causing impairment of hearing
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q10-Q18,"Congenital malformations of eye, ear, face and neck",Q17,Other congenital malformations of ear
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q10-Q18,"Congenital malformations of eye, ear, face and neck",Q18,Other congenital malformations of face and neck
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,Q20,Congenital malformations of cardiac chambers and connections
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,Q21,Congenital malformations of cardiac septa
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,Q22,Congenital malformations of pulmonary and tricuspid valves
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,Q23,Congenital malformations of aortic and mitral valves
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,Q24,Other congenital malformations of heart
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,Q25,Congenital malformations of great arteries
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,Q26,Congenital malformations of great veins
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,Q27,Other congenital malformations of peripheral vascular system
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,Q28,Other congenital malformations of circulatory system
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q30-Q34,Congenital malformations of the respiratory system,Q30,Congenital malformations of nose
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q30-Q34,Congenital malformations of the respiratory system,Q31,Congenital malformations of larynx
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q30-Q34,Congenital malformations of the respiratory system,Q32,Congenital malformations of trachea and bronchus
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q30-Q34,Congenital malformations of the respiratory system,Q33,Congenital malformations of lung
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q30-Q34,Congenital malformations of the respiratory system,Q34,Other congenital malformations of respiratory system
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q35-Q37,Cleft lip and cleft palate,Q35,Cleft palate
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q35-Q37,Cleft lip and cleft palate,Q36,Cleft lip
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q35-Q37,Cleft lip and cleft palate,Q37,Cleft palate with cleft lip
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q38-Q45,Other congenital malformations of the digestive system,Q38,"Other congenital malformations of tongue, mouth and pharynx"
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q38-Q45,Other congenital malformations of the digestive system,Q39,Congenital malformations of oesophagus
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q38-Q45,Other congenital malformations of the digestive system,Q40,Other congenital malformations of upper alimentary tract
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q38-Q45,Other congenital malformations of the digestive system,Q41,"Congenital absence, atresia and stenosis of small intestine"
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q38-Q45,Other congenital malformations of the digestive system,Q42,"Congenital absence, atresia and stenosis of large intestine"
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q38-Q45,Other congenital malformations of the digestive system,Q43,Other congenital malformations of intestine
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q38-Q45,Other congenital malformations of the digestive system,Q44,"Congenital malformations of gallbladder, bile ducts and liver"
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q38-Q45,Other congenital malformations of the digestive system,Q45,Other congenital malformations of digestive system
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q50-Q56,Congenital malformations of genital organs,Q50,"Congenital malformations of ovaries, fallopian tubes and broad ligaments"
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q50-Q56,Congenital malformations of genital organs,Q51,Congenital malformations of uterus and cervix
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q50-Q56,Congenital malformations of genital organs,Q52,Other congenital malformations of female genitalia
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q50-Q56,Congenital malformations of genital organs,Q53,Undescended testicle
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q50-Q56,Congenital malformations of genital organs,Q54,Hypospadias
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q50-Q56,Congenital malformations of genital organs,Q55,Other congenital malformations of male genital organs
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q50-Q56,Congenital malformations of genital organs,Q56,Indeterminate sex and pseudohermaphroditism
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q60-Q64,Congenital malformations of the urinary system,Q60,Renal agenesis and other reduction defects of kidney
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q60-Q64,Congenital malformations of the urinary system,Q61,Cystic kidney disease
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q60-Q64,Congenital malformations of the urinary system,Q62,Congenital obstructive defects of renal pelvis and congenital malformations of ureter
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q60-Q64,Congenital malformations of the urinary system,Q63,Other congenital malformations of kidney
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q60-Q64,Congenital malformations of the urinary system,Q64,Other congenital malformations of urinary system
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q65,Congenital deformities of hip
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q66,Congenital deformities of feet
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q67,"Congenital musculoskeletal deformities of head, face, spine and chest"
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q68,Other congenital musculoskeletal deformities
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q69,Polydactyly
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q70,Syndactyly
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q71,Reduction defects of upper limb
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q72,Reduction defects of lower limb
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q73,Reduction defects of unspecified limb
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q74,Other congenital malformations of limb(s)
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q75,Other congenital malformations of skull and face bones
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q76,Congenital malformations of spine and bony thorax
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q77,Osteochondrodysplasia with defects of growth of tubular bones and spine
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q78,Other osteochondrodysplasias
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q79,"Congenital malformations of the musculoskeletal system, not elsewhere classified"
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q80-Q89,Other congenital malformations,Q80,Congenital ichthyosis
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q80-Q89,Other congenital malformations,Q81,Epidermolysis bullosa
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q80-Q89,Other congenital malformations,Q82,Other congenital malformations of skin
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q80-Q89,Other congenital malformations,Q83,Congenital malformations of breast
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q80-Q89,Other congenital malformations,Q84,Other congenital malformations of integument
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q80-Q89,Other congenital malformations,Q85,"Phakomatoses, not elsewhere classified"
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q80-Q89,Other congenital malformations,Q86,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified"
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q80-Q89,Other congenital malformations,Q87,Other specified congenital malformation syndromes affecting multiple systems
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q80-Q89,Other congenital malformations,Q89,"Other congenital malformations, not elsewhere classified"
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q90-Q99,"Chromosomal abnormalities, not elsewhere classified",Q90,Down's syndrome
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q90-Q99,"Chromosomal abnormalities, not elsewhere classified",Q91,Edwards' syndrome and Patau's syndrome
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q90-Q99,"Chromosomal abnormalities, not elsewhere classified",Q92,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified"
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q90-Q99,"Chromosomal abnormalities, not elsewhere classified",Q93,"Monosomies and deletions from the autosomes, not elsewhere classified"
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q90-Q99,"Chromosomal abnormalities, not elsewhere classified",Q95,"Balanced rearrangements and structural markers, not elsewhere classified"
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q90-Q99,"Chromosomal abnormalities, not elsewhere classified",Q96,Turner's syndrome
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q90-Q99,"Chromosomal abnormalities, not elsewhere classified",Q97,"Other sex chromosome abnormalities, female phenotype, not elsewhere classified"
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q90-Q99,"Chromosomal abnormalities, not elsewhere classified",Q98,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified"
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q90-Q99,"Chromosomal abnormalities, not elsewhere classified",Q99,"Other chromosome abnormalities, not elsewhere classified"
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R09,Symptoms and signs involving the circulatory and respiratory systems,R00,Abnormalities of heart beat
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R09,Symptoms and signs involving the circulatory and respiratory systems,R01,Cardiac murmurs and other cardiac sounds
